Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Temperature (C)
0.85,6.359500000000001,166,6.617100000000001,1043.62,-5.527777777777778
0.88,4.7495,151,6.021400000000001,1043.79,-5.994444444444444
0.88,3.0912,64,6.021400000000001,1043.91,-5.994444444444444
0.89,3.3810000000000002,81,6.6493,1044.35,-6
0.88,9.016,150,6.0697,1044.71,-5.972222222222222
0.88,3.0912,166,6.0697,1044.82,-5.972222222222222
0.89,2.4472,196,6.118,1045.38,-5.911111111111111
0.82,3.3327,139,6.0697,1044.83,-4.949999999999999
0.81,2.9463000000000004,121,6.0697,1044.4,-4.905555555555555
0.83,0.4669,79,6.118,1043.99,-5
0.82,3.1556,158,6.0697,1043.6,-4.927777777777779
0.82,2.9463000000000004,185,6.0697,1043.59,-4.927777777777779
0.82,1.5778,142,5.2003,1043.08,-4.972222222222222
0.81,0.16100000000000003,232,4.0733,1042.91,-4.949999999999999
0.82,3.1556,172,4.0733,1043.01,-5
0.82,0.43470000000000003,147,4.9588,1042.97,-5.066666666666667
0.88,4.7334000000000005,212,4.0733,1042.91,-6.03888888888889
0.82,3.1234,244,4.0733,1042.8,-5.533333333333334
0.85,3.3810000000000002,314,6.295100000000001,1042.57,-6.077777777777778
0.84,2.6726,146,6.0697,1042.41,-6.0888888888888895
0.85,3.0751,277,6.0697,1042.21,-6.0888888888888895
0.9,6.9069,148,3.1717,1032.35,-7.188888888888889
0.92,6.6332,170,3.0107000000000004,1031.49,-7.244444444444444
0.92,11.270000000000001,160,3.0107000000000004,1030.62,-7.244444444444444
0.93,11.3183,147,3.5742000000000007,1029.88,-7.244444444444444
0.96,12.5419,180,2.5277000000000003,1028.73,-7.244444444444444
0.96,9.3702,151,2.4955000000000003,1028.52,-7.222222222222222
0.96,9.6278,173,1.6905000000000001,1028.3,-7.222222222222222
0.96,12.1716,151,0.483,1028,-7.222222222222222
0.96,7.631400000000001,161,0.7889,1028.02,-7.200000000000001
0.96,2.7209,154,0.7406,1027.86,-7.122222222222222
0.96,1.7066000000000001,279,0.483,1027.45,-7.177777777777779
0.92,3.5581,329,0.805,1027.15,-6.0888888888888895
0.92,2.5760000000000005,313,0.9016000000000002,1026.56,-6.03888888888889
0.92,7.824600000000001,328,1.3524,1025.77,-6.044444444444443
0.92,11.0607,311,1.3524,1025.95,-6.044444444444443
0.93,10.8031,320,1.4812,1026.2,-5.499999999999999
0.84,9.466800000000001,300,1.4973,1026.03,-4.977777777777778
0.85,8.162700000000001,291,2.5921000000000003,1026.03,-4.977777777777778
0.85,5.9731000000000005,306,3.703,1026.28,-4.994444444444444
0.85,4.9910000000000005,296,3.5903,1026.05,-4.955555555555557
0.85,6.2146,285,4.524100000000001,1026.14,-4.933333333333333
0.85,4.1377,291,5.0393,1026.29,-4.844444444444444
0.84,3.3488,295,4.588500000000001,1026.28,-4.4222222222222225
0.96,5.6511,88,0.8533000000000001,1010.47,5.422222222222221
0.96,8.790600000000001,217,2.1896000000000004,1001.45,6.7444444444444445
0.93,7.438200000000001,130,0.2415,1011.63,5.377777777777777
0.96,6.118,53,0.16100000000000003,1011.42,4.816666666666667
0.96,3.6869,28,0.1771,1011.56,4.966666666666665
0.93,4.508,55,0.32200000000000006,1011.19,4.883333333333333
0.93,8.903300000000002,11,0.32200000000000006,1010.94,4.927777777777776
0.94,10.1752,76,1.2558,1010.86,5.999999999999998
0.93,13.8621,31,1.5456,1010.69,6.016666666666666
0.93,12.654600000000002,30,1.5778,1010.11,6.0888888888888895
0.94,12.6707,24,1.4973,1010.04,6.177777777777776
0.99,17.2109,41,0.9821000000000001,1008.95,6.061111111111109
0.93,14.329,12,0.8533000000000001,1007.49,7.127777777777776
0.93,15.810200000000002,38,1.3202,1006.34,7.255555555555556
0.93,15.778000000000002,30,1.3202,1004.52,7.127777777777776
0.93,7.921200000000001,334,1.3202,1003.44,7.127777777777776
0.94,17.806600000000003,65,2.0608,1003.4,7.222222222222222
0.93,21.0588,69,4.9427,1002.06,7.127777777777776
0.93,12.203800000000001,68,2.6404,1001.1,7.127777777777776
0.94,3.1717,335,0.8533000000000001,1001.09,7.205555555555555
0.93,4.6690000000000005,6,0.1771,1000.39,7.127777777777776
0.96,6.166300000000001,19,0.16100000000000003,999.86,6.600000000000001
0.94,2.898,38,0.1771,999.41,7.183333333333334
0.93,2.6887,71,0.6279,998.77,7.155555555555556
0.96,3.4776000000000002,239,0.6279,998.86,7.155555555555556
0.71,26.983600000000003,177,14.425600000000003,1004.6,11.305555555555555
0.96,17.1787,258,5.9731000000000005,1000.69,6.577777777777779
0.93,17.5329,221,5.9731000000000005,1001.59,6.555555555555554
0.93,27.5793,230,8.227100000000002,1002.78,6.022222222222224
0.93,21.4774,190,9.9015,1003.22,4.9333333333333345
0.89,23.232300000000002,189,9.982000000000001,1003.9,3.9333333333333322
0.87,21.252,181,9.982000000000001,1004.7,5.083333333333332
0.8,20.286,178,9.982000000000001,1005.33,7.066666666666666
0.77,23.570400000000003,181,9.982000000000001,1005.82,7.688888888888891
0.72,20.736800000000002,173,9.982000000000001,1006.13,8.838888888888887
0.66,20.3826,171,11.2056,1005.74,9.983333333333333
0.62,17.2753,171,11.2056,1005.76,10.977777777777776
0.66,21.3325,171,11.398800000000001,1006.03,10.88888888888889
0.67,24.6491,169,11.2056,1005.86,10.994444444444444
0.77,21.702800000000003,151,11.2056,1006.05,9.949999999999998
0.77,21.7833,158,11.4471,1006.21,10.011111111111113
0.72,24.777900000000002,160,11.270000000000001,1006.45,10.944444444444446
0.72,24.777900000000002,160,11.2056,1006.35,10.972222222222221
0.72,23.312800000000003,158,11.0768,1006.2,11.016666666666666
0.72,24.8423,160,11.270000000000001,1005.65,11.038888888888888
0.67,30.5417,160,14.9569,1005.28,11.57777777777778
0.69,25.0194,160,14.2163,1005.54,11.127777777777778
0.67,27.7725,170,14.9569,1005.19,11.57777777777778
0.67,27.692,169,14.9569,1005.38,11.57777777777778
0.88,1.3524,164,6.7781,1009.93,6.51111111111111
0.65,27.9174,170,15.874600000000001,1005.71,12.083333333333334
0.65,20.0606,190,15.874600000000001,1006.29,12.105555555555554
0.72,14.3451,201,14.2163,1006.81,11.033333333333333
0.89,8.0661,236,11.270000000000001,1007.92,8.93888888888889
0.89,9.6278,245,11.270000000000001,1008.51,8.88888888888889
0.89,12.719000000000001,188,8.4686,1008.87,8.93888888888889
0.89,19.6098,171,11.270000000000001,1008.86,8.866666666666667
0.89,16.840600000000002,190,11.270000000000001,1009.01,8.866666666666667
0.89,9.579500000000001,231,10.722600000000002,1009.43,8.916666666666664
0.89,15.778000000000002,219,11.270000000000001,1009.59,8.961111111111112
0.88,15.407700000000002,182,11.270000000000001,1009.46,9.072222222222221
0.85,11.012400000000001,196,11.0768,1009.21,9.97777777777778
0.77,12.558,190,11.270000000000001,1008.97,11.105555555555558
0.83,9.708300000000001,161,11.125100000000002,1008.71,10.016666666666667
0.89,10.8192,171,9.7566,1009.33,8.81111111111111
0.93,8.1466,169,10.0464,1009.36,7.244444444444444
0.93,9.965900000000001,149,11.270000000000001,1009.76,7.200000000000001
0.93,9.4829,199,8.4686,1009.95,7.288888888888888
0.93,7.293300000000001,237,8.05,1009.89,7.127777777777776
0.89,6.166300000000001,245,8.05,1010.2,7.155555555555556
0.93,10.6743,290,5.4579,1010.46,6.655555555555554
0.93,3.703,319,4.6690000000000005,1010.37,5.972222222222222
0.93,14.023100000000003,310,6.1985,1010.48,5.422222222222221
0.87,22.3468,318,9.4185,1018.3,3.183333333333332
0.89,10.948,319,9.9015,1011.2,4.8388888888888895
0.89,14.039200000000001,310,9.9015,1011.4,4.377777777777779
0.89,11.414900000000001,319,9.5473,1011.51,4.511111111111109
0.9,12.9444,309,9.9015,1012,3.7944444444444434
0.89,20.2055,309,9.982000000000001,1012.4,3.7944444444444434
0.89,16.9372,307,9.6278,1012.83,3.050000000000001
0.83,20.5597,309,9.982000000000001,1013.33,3.7722222222222217
0.83,17.5329,318,9.982000000000001,1014.2,3.866666666666667
0.83,17.9354,308,9.982000000000001,1014.73,5.077777777777778
0.74,28.6902,310,9.982000000000001,1014.63,7.177777777777779
0.72,30.5095,310,11.270000000000001,1014.71,7.733333333333334
0.75,24.6169,315,11.4471,1015.04,7.316666666666667
0.71,33.1016,310,11.270000000000001,1015.39,7.200000000000001
0.71,25.325300000000002,310,11.270000000000001,1015.98,7.200000000000001
0.76,22.7815,307,11.398800000000001,1016.68,6.144444444444446
0.82,17.6134,310,9.982000000000001,1016.91,5
0.82,20.5436,309,9.982000000000001,1017.58,3.938888888888891
0.83,21.9121,308,9.982000000000001,1017.88,3.955555555555554
0.82,21.8316,300,9.982000000000001,1018.2,3.866666666666667
0.85,20.3987,310,11.9784,1018.51,3.3333333333333335
0.83,20.108900000000002,299,11.688600000000001,1019.04,3.311111111111112
0.82,20.3987,310,11.9784,1019.41,3.2833333333333314
0.83,20.3987,310,11.9784,1019.81,3.2888888888888896
0.91,5.7316,283,6.7781,1023.2,-0.29999999999999954
0.85,20.334300000000002,319,9.982000000000001,1020.13,2.7777777777777777
0.82,20.334300000000002,319,9.982000000000001,1020.43,3.2888888888888896
0.83,23.312800000000003,316,9.982000000000001,1020.57,3.2611111111111097
0.82,20.2055,309,9.982000000000001,1021.19,2.7777777777777777
0.85,20.736800000000002,310,9.982000000000001,1021.7,2.2666666666666657
0.85,21.3647,311,9.982000000000001,1022.23,2.333333333333335
0.8,21.815500000000004,319,9.982000000000001,1022.61,2.2000000000000006
0.82,22.1536,319,9.982000000000001,1022.9,2.7777777777777777
0.75,23.312800000000003,328,10.3523,1024.18,4.866666666666665
0.7,25.0838,329,9.982000000000001,1023.38,5.072222222222224
0.65,25.067700000000002,330,11.2056,1023.17,6.161111111111113
0.64,20.6724,331,11.398800000000001,1023.21,6.188888888888889
0.64,14.6349,310,11.2056,1022.95,6.161111111111113
0.69,10.3201,309,11.2056,1022.96,5.094444444444445
0.69,12.1716,300,11.398800000000001,1023.23,4.9333333333333345
0.7,15.761899999999999,309,9.982000000000001,1023.48,3.8611111111111125
0.79,14.1519,289,9.982000000000001,1023.96,2.333333333333335
0.84,12.348700000000001,279,9.982000000000001,1024.4,0.5999999999999991
0.85,11.0768,280,9.982000000000001,1024.53,0.22777777777777589
0.91,10.948,271,9.982000000000001,1024.35,-0.3277777777777777
0.88,10.996300000000002,270,9.982000000000001,1024.52,-0.22777777777777786
0.91,6.44,290,9.9015,1024.23,-0.905555555555555
0.92,3.4132000000000002,257,9.9015,1024.22,-0.9722222222222222
0.87,11.382700000000002,149,5.7316,1022.23,-0.5055555555555556
0.96,3.6869,277,6.118,1023.85,-1.7333333333333338
0.92,6.4078,251,5.9731000000000005,1023.95,-1.1555555555555546
0.89,7.293300000000001,268,6.2468,1024.29,-1.4888888888888887
0.92,3.5903,260,5.9731000000000005,1024.04,-2.7777777777777777
0.92,5.0876,252,4.9427,1024.32,-2.7499999999999996
0.92,3.6064000000000007,230,6.262900000000001,1024.41,-2.4666666666666672
0.96,4.6046000000000005,181,6.0697,1024.82,-2.2388888888888894
0.86,4.652900000000001,182,6.118,1024.8,0.027777777777776198
0.86,5.119800000000001,220,8.3398,1025.06,2.261111111111111
0.82,8.0822,201,9.982000000000001,1024.5,3.9833333333333343
0.7,9.595600000000001,191,9.982000000000001,1023.98,6.111111111111111
0.7,13.846,208,11.0285,1023.37,6.083333333333335
0.7,12.8156,199,9.982000000000001,1022.78,6.205555555555557
0.7,11.237800000000002,190,9.982000000000001,1022.47,5.138888888888889
0.75,9.7405,163,9.982000000000001,1022.55,3.0944444444444446
0.85,10.948,150,9.982000000000001,1022.47,1.2055555555555566
0.85,12.397,141,9.982000000000001,1022.48,1.0888888888888895
0.85,12.8156,148,8.420300000000001,1022.56,1.1333333333333329
0.85,14.023100000000003,150,8.05,1022.39,0.994444444444444
0.85,14.168000000000003,150,7.969500000000001,1022.47,0.4833333333333319
0.87,14.1841,148,8.227100000000002,1022.3,0.46111111111111014
0.85,14.023100000000003,150,6.0697,1022.27,-0.04999999999999992
0.85,5.9892,179,9.5312,1023.18,0.6500000000000009
0.89,3.4132000000000002,246,9.982000000000001,1022.69,-0.8500000000000006
0.88,4.347,142,7.695800000000001,1022.66,-1.9444444444444444
0.92,3.0751,140,2.9302,1022.02,-2.994444444444445
0.92,6.0858,146,3.0912,1020.95,-2.383333333333333
0.96,4.7656,120,2.4633000000000003,1020.73,-2.527777777777778
0.92,0.1288,90,0.805,1020.65,-4.033333333333335
0.93,4.7656,112,1.5939,1021.15,-2.9277777777777776
0.96,10.867500000000001,140,0.6440000000000001,1021.1,-2.3666666666666676
0.92,9.3702,159,0.32200000000000006,1020.68,-1.0944444444444439
0.92,14.4739,142,1.4168,1020.06,2.3277777777777766
0.76,16.1,160,4.9105,1019.32,6.016666666666666
0.68,23.6187,170,6.118,1018.7,7.733333333333334
0.64,17.6295,171,7.0196000000000005,1017.88,8.68888888888889
0.66,15.778000000000002,197,7.1323,1017.08,8.794444444444444
0.66,14.5222,188,8.05,1016.47,8.861111111111112
0.66,15.391600000000002,164,8.3398,1016.2,8.961111111111112
0.73,14.3612,160,6.1985,1016.09,7.222222222222222
0.74,20.253800000000002,170,8.05,1016.08,7.105555555555555
0.77,17.726100000000002,168,8.3398,1015.96,6.133333333333333
0.77,15.971200000000001,170,9.9015,1015.87,6.061111111111109
0.76,14.49,170,9.9015,1015.77,5.555555555555555
0.75,17.5007,170,8.420300000000001,1015.59,6.494444444444444
0.74,17.291400000000003,160,8.1305,1015.26,6.016666666666666
0.92,6.423900000000001,314,0.5152,1036.99,-2.066666666666666
0.77,2.6243,205,13.250300000000001,1038.05,0.11111111111111269
0.79,2.2862,29,12.847800000000001,1038.05,-0.12777777777777802
0.84,9.6278,22,10.448900000000002,1038.05,-0.7444444444444444
0.88,14.49,20,8.05,0,-1.1111111111111112
0.85,9.6439,2,2.8175000000000003,1035.8,-0.04999999999999992
0.85,9.8049,21,4.2021,1035.71,0.022222222222221748
0.86,9.5312,19,7.985600000000001,1035.63,0.14444444444444335
0.85,11.157300000000001,30,8.1305,1035.81,0.07222222222222364
0.85,10.980200000000002,58,9.982000000000001,1035.9,0.11666666666666714
0.78,8.6779,67,9.982000000000001,1035.97,1.3611111111111127
0.78,8.3398,74,8.1305,1036.15,2.433333333333335
0.81,4.9910000000000005,12,8.1949,1035.94,2.866666666666665
0.81,13.0249,55,8.4686,1035.69,3.022222222222221
0.75,15.166200000000002,125,8.1949,1035.5,3.066666666666668
0.78,14.2324,117,8.1949,1035.89,2.488888888888887
0.79,10.3523,117,7.5187,1036.02,2.383333333333333
0.85,3.6386,56,6.0697,1036.15,0.17777777777777792
0.8,4.9749,67,6.0697,1036.75,2.1499999999999986
0.75,8.0661,102,7.357700000000001,1036.97,1.9444444444444444
0.79,6.262900000000001,148,7.7440999999999995,1037.27,1.427777777777778
0.8,6.2146,150,7.711900000000001,1037.52,0.6944444444444444
0.83,6.0697,149,7.567000000000001,1037.87,-0.36666666666666675
0.85,5.8765,146,7.486500000000001,1038.24,-1.4944444444444451
0.86,5.635000000000001,145,7.583100000000001,1038.55,-2.4277777777777785
0.87,5.3291,147,8.033900000000001,1038.74,-2.9166666666666665
0.73,6.2146,209,14.457800000000002,1038.19,-0.36111111111111033
0.79,3.22,310,14.457800000000002,1038.08,-0.7944444444444443
0.8,4.5724,347,13.8138,1038.08,-0.7277777777777771
0.76,4.83,300,10.8031,1038.17,-0.23888888888888873
0.76,0,0,10.770900000000001,1038.17,-0.1888888888888888
0.76,4.9266000000000005,330,10.6582,1038.39,-0.19444444444444522
0.81,0,0,9.595600000000001,1038.65,-1.1388888888888893
0.66,4.7334000000000005,301,9.579500000000001,1038.87,0.944444444444446
0.61,7.6796999999999995,256,9.6278,1039,1.9166666666666683
0.61,7.8084999999999996,243,9.595600000000001,1039.16,2.1000000000000005
0.54,8.790600000000001,224,9.6761,1038.59,3.7444444444444454
0.55,7.792400000000001,224,10.1913,1038.39,4.4722222222222205
0.52,2.9463000000000004,181,11.125100000000002,1037.78,3.9333333333333322
0.53,9.177000000000001,229,11.125100000000002,1037.55,3.888888888888889
0.58,12.316500000000001,214,11.4471,1037.6,2.805555555555554
0.65,12.88,230,11.125100000000002,1037.46,2.1722222222222203
0.65,9.1448,207,11.125100000000002,1038.07,2.1222222222222222
0.75,10.851400000000002,220,9.7888,1038.31,0.18333333333333238
0.76,9.2253,188,9.6761,1038.57,-1.2388888888888892
0.82,6.1019000000000005,197,11.672500000000001,1038.77,-1.7666666666666666
0.83,6.617100000000001,219,11.012400000000001,1038.8,-1.9277777777777771
0.88,6.021400000000001,229,9.5473,1038.57,-2.8777777777777778
0.86,6.1502,170,9.5312,1038.86,-2.9444444444444446
0.84,5.618900000000001,291,7.728,1038.89,-4.099999999999999
0.92,3.22,170,2.1574000000000004,1039.14,-3.544444444444444
0.92,6.2146,179,2.9302,1039.15,-3.4777777777777787
0.87,6.5366,175,4.4114,1039.23,-2.5222222222222217
0.85,4.4919,209,4.7656,1039.05,-3.8499999999999996
0.85,7.502600000000001,177,5.8443000000000005,1039.33,-3.827777777777778
0.82,1.0304,168,7.6796999999999995,1039.57,-4.355555555555556
0.82,0.1288,130,6.7781,1039.94,-2.2500000000000004
0.71,10.9319,219,7.7440999999999995,1040.06,-0.14444444444444532
0.7,12.4936,218,7.3416,1039.99,0.9722222222222222
0.55,12.4292,211,7.905100000000001,1040.25,2.2166666666666677
0.57,4.9588,212,11.125100000000002,1039.84,2.7999999999999994
0.49,3.9606000000000003,188,11.0768,1039.39,3.7055555555555566
0.49,1.4651,100,11.270000000000001,1038.85,3.838888888888887
0.52,4.2826,167,11.270000000000001,1038.66,3.9111111111111105
0.52,1.2880000000000003,83,9.982000000000001,1038.61,3.8333333333333326
0.55,7.0357,181,9.8049,1038.48,2.1000000000000005
0.7,4.4758,222,9.8049,1038.76,-0.07222222222222167
0.75,2.254,244,9.305800000000001,1038.81,-1.9833333333333334
0.79,0,0,9.6761,1038.87,-2.894444444444445
0.79,3.22,320,9.6117,1038.87,-2.938888888888888
0.82,5.8765,321,9.305800000000001,1039.08,-4.261111111111112
0.82,6.44,310,9.595600000000001,1038.97,-4.072222222222221
0.82,6.44,300,7.7440999999999995,1038.89,-3.5388888888888896
0.83,4.8944,236,4.83,1034.22,-4.727777777777779
0.82,3.3488,302,7.7440999999999995,1038.59,-4.7
0.85,3.1717,308,7.7440999999999995,1038.29,-5.25
0.85,8.4686,315,7.728,1038.19,-5.038888888888889
0.92,3.22,240,5.9087000000000005,1038.17,-6.294444444444443
0.88,3.3488,252,3.9123000000000006,1038.08,-6.288888888888889
0.89,1.7227000000000001,308,3.0107000000000004,1038.27,-6.0555555555555545
0.79,0.2898,290,4.395300000000001,1038.36,-2.999999999999999
0.76,12.960500000000001,290,6.9069,1037.96,-0.2055555555555561
0.65,13.8138,294,8.935500000000001,1037.67,2.0944444444444463
0.53,16.1644,300,9.853200000000001,0,3.838888888888887
0.49,13.234200000000001,301,9.9015,0,4.949999999999998
0.46,11.4632,303,9.450700000000001,1035.7,5.866666666666668
0.45,11.543700000000001,299,9.982000000000001,0,6.111111111111111
0.45,11.382700000000002,299,9.982000000000001,0,6.111111111111111
0.48,11.237800000000002,278,9.450700000000001,1033.99,5.050000000000002
0.55,9.708300000000001,279,9.8049,0,2.2499999999999982
0.64,4.8461,268,9.8049,0,0
0.7,8.0017,252,8.935500000000001,1034.19,-0.7277777777777771
0.69,4.7656,232,7.969500000000001,1033.85,-1.1000000000000003
0.72,6.1502,203,7.8729,1033.66,-2.6999999999999997
0.77,7.567000000000001,244,6.5044,1033.55,-2.5833333333333326
0.79,6.488300000000001,233,6.021400000000001,1033.27,-3.3722222222222222
0.82,3.3649,256,4.8461,1033.26,-3.9777777777777774
0.8,7.615300000000001,257,5.763800000000001,1030.65,0.3222222222222213
0.88,6.3434,247,3.9123000000000006,1032.78,-5.477777777777778
0.82,11.1895,292,3.9284000000000003,1032.48,-5.366666666666666
0.93,13.218100000000002,335,1.7227000000000001,1032.15,-3.7944444444444434
0.92,15.616999999999999,329,1.932,1031.78,-2.705555555555556
0.88,11.414900000000001,320,3.0107000000000004,1031.88,-2.1500000000000004
0.9,10.3201,317,2.3345000000000002,1032.08,-1.3055555555555562
0.88,9.837100000000001,321,2.5438,1032.39,-1.1333333333333329
0.82,11.125100000000002,338,3.0429,1032.3,-0.044444444444443496
0.86,10.8031,342,2.9946,1032.74,-0.07222222222222167
0.78,10.8836,6,3.1073,1033,1.1166666666666656
0.72,12.654600000000002,320,4.025,1032.69,2.2000000000000006
0.65,5.3452,359,4.652900000000001,1032.59,3.5277777777777786
0.63,0.6601,300,6.9874,1031.7,3.866666666666667
0.63,3.4776000000000002,249,6.9874,1031.59,3.8611111111111125
0.63,1.3202,295,7.3094,1031.72,3.8611111111111125
0.68,2.8336,190,6.021400000000001,1031.56,2.7777777777777777
0.68,7.4704,205,6.021400000000001,1031.85,2.7111111111111126
0.73,5.0715,272,5.7316,1032.01,2.272222222222224
0.7,3.5742000000000007,251,6.021400000000001,1031.66,2.2000000000000006
0.73,6.5205,269,6.021400000000001,1031.65,1.6666666666666667
0.79,6.423900000000001,261,5.6028,1031.54,0.7166666666666662
0.78,6.5044,251,6.0697,1031.14,1.1833333333333347
0.78,6.6332,242,6.0697,1030.64,1.161111111111113
0.84,10.7387,290,13.1537,1033.42,-5.377777777777777
0.78,11.3344,252,6.0697,1029.44,1.1111111111111112
0.78,14.457800000000002,252,6.0697,1028.85,1.0611111111111091
0.8,13.8299,269,7.212800000000001,1028.58,1.0444444444444458
0.76,17.549000000000003,290,10.980200000000002,1028.07,1.0111111111111113
0.76,17.5651,280,10.980200000000002,1027.86,-0.09999999999999984
0.82,16.856700000000004,281,9.9498,1027.58,-0.9555555555555549
0.76,17.5329,318,11.125100000000002,1027.57,-0.04999999999999992
0.7,28.3199,300,8.05,1027.29,1.033333333333333
0.68,27.531000000000002,310,14.168000000000003,1027.48,2.2777777777777786
0.62,28.819,330,14.9086,1027.68,3.3611111111111094
0.76,35.967400000000005,51,5.9248,1028.02,0
0.74,14.844200000000003,41,4.508,1029.3,0.36666666666666475
0.65,15.939000000000002,31,11.270000000000001,1029.28,1.0611111111111091
0.55,21.139300000000002,29,11.270000000000001,1029.39,1.0611111111111091
0.56,11.286100000000001,357,10.0303,1029.34,1.1111111111111112
0.59,12.397,329,10.0464,1029.89,0
0.58,20.769000000000002,0,10.0464,1030.79,0
0.63,12.847800000000001,335,9.982000000000001,1031.71,-1.072222222222222
0.66,11.382700000000002,329,9.982000000000001,1032.49,-2.1722222222222225
0.64,6.7298,337,15.826300000000002,1032.97,-2.1722222222222225
0.78,7.486500000000001,311,14.9569,1033.77,-2.727777777777778
0.83,11.543700000000001,291,15.826300000000002,1033.87,-4.416666666666667
0.83,11.398800000000001,281,14.9086,1033.96,-6.011111111111111
0.64,15.456,4,14.9569,1043.69,-6.8277777777777775
0.77,14.312900000000003,299,14.9086,1033.65,-5
0.77,14.4739,300,14.9086,1033.35,-5.527777777777778
0.79,14.3934,298,14.168000000000003,1033.07,-5.561111111111113
0.81,15.520400000000002,310,9.982000000000001,1032.97,-6.161111111111111
0.81,15.874600000000001,310,9.982000000000001,1032.76,-6.161111111111111
0.76,15.439900000000002,311,9.982000000000001,1032.59,-5.144444444444446
0.74,13.0571,329,9.982000000000001,1032.66,-3.888888888888889
0.69,17.693900000000003,340,9.982000000000001,1032.85,-2.2222222222222223
0.61,27.7081,340,11.0768,1033.03,-2.1888888888888896
0.51,27.7403,350,11.270000000000001,1033.06,-1.1111111111111112
0.52,25.0194,20,10.8192,1033.4,-1.288888888888889
0.8,31.878000000000004,35,2.254,1033.43,-3.4111111111111114
0.79,35.613200000000006,11,3.4293,1034.98,-3.7611111111111106
0.46,31.169600000000003,20,11.270000000000001,1035.23,-2.2500000000000004
0.51,25.2287,2,11.4471,1036.09,-2.727777777777778
0.77,30.2197,1,8.1305,1037.14,-3.8388888888888886
0.67,34.7438,10,11.2056,1038.55,-3.938888888888889
0.65,32.7313,17,9.982000000000001,1039.69,-4.944444444444444
0.54,33.2143,20,9.982000000000001,1041.25,-5.050000000000001
0.57,28.4648,10,15.826300000000002,1042.63,-5.633333333333334
0.58,24.7296,9,14.9569,1043.78,-6.25
0.56,24.8745,10,15.826300000000002,1044.6,-6.816666666666666
0.59,17.1948,10,15.826300000000002,1045.3,-7.3999999999999995
0.56,10.384500000000001,222,14.9569,1037.04,-5.405555555555556
0.67,11.270000000000001,330,15.826300000000002,1045.78,-9.522222222222222
0.67,13.8299,340,15.826300000000002,1045.4,-10
0.64,11.8496,328,14.9569,1045.32,-10.411111111111113
0.66,11.270000000000001,328,9.982000000000001,1045.68,-11.11111111111111
0.66,7.6796999999999995,330,9.982000000000001,1045.59,-11.11111111111111
0.67,10.2235,321,9.982000000000001,1045.9,-11.027777777777779
0.61,12.4936,349,9.982000000000001,1046.38,-8.838888888888889
0.54,15.649200000000002,0,9.982000000000001,1046.26,-6.061111111111111
0.47,15.665300000000002,25,10.3523,1045.93,-4.005555555555556
0.42,12.5741,0,9.982000000000001,1046.06,-2.7499999999999996
0.4,9.080400000000001,8,11.2056,1045.25,-2.2500000000000004
0.32,11.4793,350,10.3523,1044.31,-1.2277777777777783
0,4.4275,12,9.982000000000001,1043.04,-1.1111111111111112
0.24,3.9445000000000006,24,9.982000000000001,1042.45,-1.1111111111111112
0.25,8.694,295,10.3523,1041.9,-1.072222222222222
0.31,5.2647,230,9.982000000000001,1041.31,-2.2222222222222223
0.38,8.3398,221,9.982000000000001,1040.82,-3.8388888888888886
0.49,9.9015,222,9.982000000000001,1040.42,-5.666666666666667
0.53,11.414900000000001,230,9.982000000000001,1039.9,-6.011111111111111
0.51,11.511500000000002,221,15.826300000000002,1039.01,-6.011111111111111
0.51,11.7047,227,14.9569,1038.63,-5.349999999999999
0.56,11.3183,211,15.826300000000002,1037.88,-5.46111111111111
0.49,14.2807,220,15.826300000000002,1036.79,-4.927777777777779
0.55,11.527600000000001,267,14.9569,1027.23,0.6666666666666683
0.53,14.1197,211,15.826300000000002,1034.4,-4.400000000000001
0.53,14.0875,211,15.826300000000002,1033.27,-4.3277777777777775
0.54,14.5544,222,14.9569,1031.78,-4.294444444444445
0.49,13.7977,231,15.826300000000002,1030.9,-3.7722222222222217
0.52,8.162700000000001,251,10.255700000000001,1030.32,-3.7944444444444434
0.5,5.7799000000000005,224,9.982000000000001,1030.03,-2.8611111111111103
0.5,7.792400000000001,220,9.982000000000001,1029.92,-2.2888888888888896
0.43,8.2432,247,9.982000000000001,1029.23,-0.9722222222222222
0.35,11.7691,304,10.3523,1028.85,2.0444444444444443
0.3,21.9765,310,9.982000000000001,1027.89,3.838888888888887
0.27,21.847700000000003,338,9.982000000000001,1027.46,4.949999999999998
0.28,16.4059,338,11.4471,1026.71,4.988888888888887
0.5,21.992600000000003,302,11.270000000000001,1026.44,2.9555555555555557
0.55,9.821,294,10.0464,1026.23,2.999999999999999
0.48,9.9981,317,11.398800000000001,1026.26,2.938888888888888
0.47,0.4025,320,9.982000000000001,1025.93,2.422222222222222
0.52,4.3309,151,11.2056,1026.12,1.3611111111111127
0.59,7.2611,169,11.0285,1026.4,1.3833333333333344
0.57,4.4275,176,9.982000000000001,1026.13,1.3333333333333326
0.6,5.6672,184,15.826300000000002,1025.76,0.6833333333333316
0.62,4.0572,239,14.9569,1025.88,0.9833333333333351
0.52,3.2844,278,15.826300000000002,1025.66,1.6277777777777775
0.49,6.279,267,15.826300000000002,1025.56,1.772222222222221
0.82,5.361300000000001,202,13.9748,1026.82,-0.8500000000000006
0.54,14.007,280,15.826300000000002,1024.76,2.3555555555555565
